levelstart
20 126
750 404
70 190 3
174 274 6
814 82 7
868 82 7
850 82 7
778 82 7
140 382 10
180 382 10
722 404 11
750 404 11
658 356 12
362 382 17
522 232 25

0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 32, 32, 32, 32, 32, 32
13, 0, 0, 0, 0, 0, 7, 15, 15, 16, 16, 16, 12, 12, 12, 12, 12, 12, 16, 16, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 32, 32, 32, 32, 28, 32
14, 0, 0, 0, 0, 7, 16, 16, 16, 16, 16, 14, 0, 0, 0, 0, 0, 0, 4, 16, 16, 15, 11, 11, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 28, 32, 32, 30, 0, 24
16, 15, 13, 0, 7, 16, 16, 16, 16, 16, 16, 12, 9, 0, 0, 0, 0, 0, 0, 8, 16, 14, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 24, 32, 30, 0, 24
16, 16, 16, 15, 16, 16, 16, 16, 16, 16, 14, 0, 0, 0, 0, 3, 9, 0, 0, 8, 16, 16, 15, 15, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 24, 32, 30, 0, 24
16, 16, 16, 16, 16, 16, 16, 16, 16, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 16, 16, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 0, 24, 32, 30, 0, 24
12, 12, 12, 12, 12, 16, 16, 16, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 31, 32, 32, 32, 31, 32
0, 0, 0, 0, 0, 8, 16, 14, 0, 0, 0, 3, 9, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 29, 0, 0, 0, 0, 24, 32, 32, 32, 32, 32, 32, 32
0, 0, 0, 0, 0, 4, 12, 12, 11, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 31, 27, 32, 32, 27, 31, 31, 27, 32, 32, 32, 32, 28, 32, 32, 32
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 15, 15, 15, 16, 16, 11, 11, 9, 0, 0, 0, 23, 31, 31, 31, 31, 31, 31, 31, 31, 29, 0, 0, 0, 0, 23, 31, 27, 32, 30, 0, 24, 30, 0, 24, 30, 0, 24, 32, 32, 30, 0, 24, 32, 32
